	Year_Birth	Kidhome	Marital_Status	Teenhome	movies	ID
792	1950	0	Single	0	['5172' '83446' '19165' '52809' '41571']	792
793	1978	1	Married	1	['10653' '455601' '7011' '42203' '30576']	793
794	1961	0	Single	1	['50848' '27428' '31679' '193348' '154207']	794
795	1962	0	Single	0	['258384' '22800' '11171' '81581' '153541']	795
796	1954	0	Married	1	['42717' '23286' '20916' '277847' '7350']	796
797	1965	0	Divorced	1	['258147' '18747' '18937' '19004' '37563']	797
798	1973	0	Together	0	['79720' '83729' '18591' '15088' '1389']	798
799	1968	1	Married	0	['18652' '54561' '421619' '57112' '353898']	799
800	1970	0	Married	1	['25572' '126692' '49695' '43701' '49462']	800
801	1956	1	Widow	1	['68004' '3050' '16455' '22379' '11459']	801
802	1951	1	Married	1	['12634' '75363' '59390' '24696' '272072']	802
803	1944	0	Single	0	['59013' '41827' '17481' '117412' '30295']	803
804	1958	0	Married	0	['40060' '277582' '207871' '165911' '26179']	804
805	1976	0	Married	2	['54484' '169069' '240' '1555' '61581']	805
806	1971	0	Married	1	['49957' '10239' '4203' '26441' '439695']	806
807	1957	0	Married	1	['415725' '20096' '60599' '99877' '1949']	807
808	1972	1	Married	1	['26168' '58467' '177474' '323426' '14607']	808
809	1972	0	Single	1	['85566' '68013' '5482' '92257' '81312']	809
810	1981	0	Married	0	['275244' '326305' '25126' '64347' '29464']	810
811	1972	1	Single	0	['65192' '382725' '67699' '9272' '75298']	811
812	1975	0	Single	0	['220933' '11855' '10845' '126300' '34152']	812
813	1955	0	Married	1	['24735' '20927' '61940' '395' '71887']	813
814	1986	0	Together	0	['196421' '124315' '39261' '26393' '1257']	814
815	1970	0	Together	1	['15264' '212713' '43923' '268321' '382892']	815
816	1976	1	Married	1	['26877' '362974' '353725' '119639' '15714']	816
817	1954	0	Single	0	['1926' '348191' '373878' '251053' '97400']	817
818	1972	0	Married	1	['186372' '1870' '26893' '274669' '2661']	818
819	1978	1	Married	0	['125472' '125504' '81009' '157370' '22745']	819
820	1980	0	Single	0	['308571' '4296' '40946' '1647' '11259']	820
821	1972	1	Married	0	['26250' '35110' '51497' '156603' '332177']	821
822	1961	0	Single	0	['401687' '60315' '43354' '275932' '11873']	822
823	1963	0	Married	0	['88930' '35200' '47555' '5334' '15873']	823
824	1959	0	Together	1	['160165' '34186' '17303' '37910' '289781']	824
825	1959	0	Divorced	1	['129974' '2086' '146933' '130296' '44282']	825
826	1954	1	Married	2	['11807' '17614' '60813' '235704' '8273']	826
827	1962	1	Divorced	2	['13383' '42531' '56014' '74860' '45878']	827
828	1958	0	Widow	1	['328416' '276488' '45764' '376004' '99099']	828
829	1984	1	Together	0	['296557' '229353' '14968' '16353' '28907']	829
830	1976	1	Divorced	1	['60794' '8843' '33005' '19318' '388182']	830
831	1992	0	Single	0	['38542' '190167' '103689' '9263' '38834']	831
832	1967	0	Together	2	['54821' '53200' '2154' '223249' '3565']	832
833	1980	1	Together	0	['329540' '97831' '53182' '27012' '38759']	833
834	1967	1	Married	1	['131433' '361131' '38027' '137145' '17971']	834
835	1956	0	Married	1	['159474' '33546' '462788' '347847' '40882']	835
836	1972	1	Single	0	['14651' '31676' '214641' '37021' '23338']	836
837	1980	0	Divorced	0	['57311' '65755' '25896' '42244' '123979']	837
838	1980	0	Single	1	['6478' '9870' '20325' '3050' '425003']	838
839	1977	0	Single	1	['42291' '55819' '43119' '47090' '158968']	839
840	1950	1	Together	1	['42585' '9471' '41613' '61999' '42238']	840
841	1974	0	Married	1	['144206' '12422' '5590' '41996' '52444']	841
842	1988	1	Single	0	['28997' '46595' '42692' '81048' '15741']	842
843	1981	1	Married	0	['64468' '230779' '339928' '270397' '62425']	843
844	1960	0	Married	0	['154718' '45593' '56991' '273599' '253065']	844
845	1970	0	Together	0	['18394' '16455' '33255' '91261' '16039']	845
846	1991	0	Single	0	['447113' '125077' '57578' '24477' '18573']	846
847	1956	0	Single	1	['65611' '37135' '40952' '47610' '9101']	847
848	1963	0	Single	1	['168421' '28527' '61112' '182099' '14308']	848
849	1980	2	Married	0	['101740' '94996' '15794' '4483' '902']	849
850	1974	0	Single	1	['16508' '23857' '96496' '13802' '92603']	850
851	1954	0	Married	1	['954' '36613' '82448' '38048' '124019']	851
852	1957	0	Married	0	['268536' '7975' '14791' '20947' '33914']	852
853	1966	1	Together	1	['192813' '15906' '16550' '63957' '260857']	853
854	1974	0	Married	1	['11442' '128154' '11020' '612' '42949']	854
855	1979	0	Single	1	['179538' '52058' '174593' '170767' '5698']	855
856	1973	0	Married	1	['14357' '32042' '11456' '153170' '15318']	856
857	1985	2	Married	0	['317247' '336445' '143' '72421' '105687']	857
858	1966	1	Together	1	['149763' '97548' '92667' '247' '42366']	858
859	1989	0	Married	0	['32615' '45712' '171859' '16871' '69162']	859
860	1969	1	Together	0	['15943' '18232' '193348' '12162' '24113']	860
861	1969	1	Together	1	['420703' '47748' '246218' '82662' '47057']	861
862	1987	0	Married	0	['258086' '64350' '31280' '47045' '103612']	862
863	1989	1	Together	0	['335778' '81178' '27145' '33352' '70027']	863
864	1975	1	Single	0	['177677' '86133' '48118' '57776' '16154']	864
865	1973	0	Together	1	['171108' '154623' '17664' '69428' '214086']	865
866	1966	0	Single	1	['328252' '61400' '16156' '9847' '336203']	866
867	1986	2	Single	0	['100257' '176069' '298078' '382653' '49701']	867
868	1978	0	Together	1	['137614' '69787' '45303' '16664' '320412']	868
869	1979	1	Together	0	['251489' '2014' '244688' '102272' '11025']	869
870	1983	0	Together	0	['76406' '12501' '42999' '58191' '38753']	870
871	1959	0	Single	1	['395982' '356294' '206284' '83124' '214250']	871
872	1976	1	Together	0	['316269' '40423' '81720' '111310' '246127']	872
873	1981	1	Single	1	['132148' '1629' '53194' '12504' '3026']	873
874	1978	1	Together	0	['44047' '21842' '98545' '110573' '25562']	874
875	1953	0	Together	0	['56137' '241170' '129865' '27458' '121510']	875
876	1971	1	Divorced	1	['105509' '27371' '37724' '52717' '40378']	876
877	1983	1	Married	0	['25651' '31150' '175380' '47953' '300490']	877
878	1956	0	Single	0	['114172' '262391' '239056' '107146' '146933']	878
879	1978	1	Together	0	['20449' '773' '294132' '82136' '310568']	879
880	1972	1	Single	0	['12683' '29372' '161442' '337210' '28526']	880
881	1975	0	Married	1	['185267' '273707' '241842' '56122' '25862']	881
882	1975	2	Divorced	0	['293395' '435707' '62756' '158933' '32665']	882
883	1981	1	Married	1	['18030' '334939' '45044' '9907' '45806']	883
884	1972	0	Single	0	['267800' '90272' '265178' '195645' '250124']	884
885	1970	0	Together	0	['41577' '318373' '19809' '85039' '10012']	885
886	1953	2	Single	1	['333678' '77728' '34512' '18240' '45000']	886
887	1959	1	Married	1	['18300' '390357' '54570' '25117' '10588']	887
888	1962	1	Together	1	['42469' '31117' '14931' '438283' '15973']	888
889	1978	0	Single	0	['199056' '110323' '159167' '21525' '8849']	889
890	1973	1	Married	0	['10513' '34806' '32021' '61950' '264482']	890
891	1965	1	Widow	1	['319017' '42167' '82702' '253267' '82866']	891
892	1983	0	Married	0	['145677' '23437' '6957' '262536' '122291']	892
893	1991	1	Single	0	['39256' '10138' '19738' '365805' '2232']	893
894	1943	0	Divorced	0	['42297' '4398' '836' '136386' '11298']	894
895	1972	0	Single	1	['254302' '202573' '16436' '72654' '41279']	895
896	1956	0	Together	1	['81694' '14074' '30874' '78315' '9817']	896
897	1958	0	Divorced	1	['42718' '92399' '2895' '43751' '108432']	897
898	1974	1	Married	0	['61123' '267573' '13836' '43255' '18930']	898
899	1986	1	Divorced	0	['1480' '96334' '271714' '438910' '33039']	899
900	1958	0	Married	0	['381008' '44749' '139230' '17710' '341012']	900
901	1970	0	Divorced	1	['42031' '28333' '165462' '21459' '203252']	901
902	1967	0	Together	0	['1392' '32336' '268092' '54469' '92096']	902
903	1973	0	Together	0	['131764' '11307' '12424' '433056' '52355']	903
904	1969	1	Together	2	['434178' '8463' '14086' '20849' '16029']	904
905	1977	0	Single	0	['35735' '11474' '13009' '337965' '96108']	905
906	1961	0	Single	0	['570' '15302' '36094' '247773' '220471']	906
907	1971	1	Widow	0	['16246' '11420' '98369' '377985' '128042']	907
908	1974	1	Together	0	['31167' '156415' '57158' '31486' '293570']	908
909	1986	0	Married	0	['45779' '21466' '49763' '2028' '16007']	909
910	1966	0	Single	0	['328416' '398929' '177572' '17282' '42783']	910
911	1992	0	Together	0	['108901' '86522' '262514' '294600' '42003']	911
912	1963	0	Widow	1	['323428' '102809' '166258' '28285' '28373']	912
913	1972	1	Married	0	['107321' '100257' '171982' '209451' '342657']	913
914	1994	0	Single	0	['317938' '280957' '104062' '71066' '24050']	914
915	1954	0	Married	0	['262088' '15053' '381' '46625' '62425']	915
916	1960	0	Together	0	['66745' '15173' '227325' '9958' '131457']	916
917	1982	0	Married	0	['51902' '10539' '65997' '27621' '48929']	917
918	1954	0	Single	1	['48205' '311615' '113321' '387893' '74197']	918
919	1954	0	Single	0	['27417' '44594' '213983' '1914' '19426']	919
920	1955	1	Together	1	['41077' '39378' '18208' '154575' '84922']	920
921	1993	0	Single	0	['121642' '257095' '126610' '40214' '67303']	921
922	1969	1	Single	0	['56088' '184936' '27317' '199219' '48761']	922
923	1948	1	Married	1	['55892' '18484' '75179' '37438' '380438']	923
924	1986	1	Together	0	['100205' '72958' '97187' '295368' '416499']	924
925	1979	0	Together	0	['382088' '56648' '9839' '30197' '84971']	925
926	1978	0	Married	0	['20465' '70984' '342502' '212168' '39750']	926
927	1982	0	Single	0	['79048' '2186' '136087' '8292' '341201']	927
928	1993	0	Single	0	['62852' '56812' '199989' '90781' '7011']	928
929	1976	0	Married	1	['23020' '266314' '64074' '97481' '368620']	929
930	1974	0	Together	0	['51739' '8217' '419700' '12597' '14673']	930
931	1989	1	Single	0	['101383' '10804' '167032' '16080' '8556']	931
932	1951	0	Single	1	['35840' '24584' '250503' '84323' '71676']	932
933	1989	1	Married	0	['12227' '64215' '862' '96552' '33003']	933
934	1952	0	Single	0	['200358' '40435' '42514' '56391' '412851']	934
935	1971	1	Together	0	['84329' '155445' '85968' '17689' '93553']	935
936	1971	0	Together	0	['47878' '18900' '75595' '99875' '77859']	936
937	1970	0	Married	1	['18558' '271736' '50340' '227627' '174323']	937
938	1971	0	Single	1	['18329' '10009' '18901' '46105' '33224']	938
939	1975	1	Divorced	0	['270952' '54469' '126415' '370178' '46758']	939
940	1952	1	Single	1	['50849' '27440' '157174' '11557' '28046']	940
941	1962	0	Together	1	['131220' '78318' '47282' '106887' '124821']	941
942	1983	0	Divorced	0	['44857' '197849' '157641' '44746' '217605']	942
943	1953	0	Together	0	['19715' '9607' '50835' '384641' '43875']	943
944	1986	0	Single	0	['73889' '101179' '171108' '39928' '87343']	944
945	1987	0	Married	0	['199934' '54677' '354534' '139933' '37495']	945
946	1982	0	Married	1	['211076' '370203' '34582' '77966' '11430']	946
947	1979	1	Divorced	1	['31007' '48232' '354220' '39183' '34599']	947
948	1977	1	Together	0	['41141' '59912' '9044' '149145' '246741']	948
949	1975	0	Divorced	1	['36791' '42845' '80350' '121688' '205749']	949
950	1979	1	Together	0	['93461' '43542' '95627' '35199' '97341']	950
951	1976	1	Together	1	['108021' '160254' '55612' '63762' '169448']	951
952	1973	1	Divorced	1	['403450' '371899' '18214' '11191' '94727']	952
953	1971	2	Single	0	['11798' '91186' '10268' '14447' '10081']	953
954	1976	1	Together	1	['44878' '142712' '168478' '79723' '2165']	954
955	1976	1	Married	1	['186766' '9550' '13072' '325712' '13072']	955
956	1965	0	Married	1	['37437' '4327' '152756' '19723' '142093']	956
957	1952	0	Single	1	['27952' '37935' '301816' '14210' '86337']	957
958	1973	1	Married	1	['43942' '43792' '98068' '9532' '65821']	958
959	1957	0	Divorced	1	['8940' '102629' '391698' '19972' '35292']	959
960	1967	0	Divorced	1	['330588' '33708' '48375' '19675' '20778']	960
961	1962	0	Single	1	['251732' '249264' '16345' '142254' '18176']	961
962	1969	1	Together	0	['69060' '9373' '46629' '115384' '10126']	962
963	1975	0	Married	1	['47963' '109414' '42160' '324013' '62204']	963
964	1980	1	Married	1	['16133' '78480' '3587' '36835' '13411']	964
965	1959	0	Together	1	['121611' '60302' '286548' '134458' '57558']	965
966	1973	0	Married	0	['258614' '105059' '85514' '43391' '125948']	966
967	1973	1	Married	0	['140229' '147360' '42706' '60489' '36826']	967
968	1974	1	Married	0	['29063' '10871' '24249' '12811' '19958']	968
969	1980	1	Together	0	['34981' '46136' '97108' '258480' '348138']	969
970	1988	0	Married	0	['116500' '66984' '27991' '71520' '204686']	970
971	1968	2	Together	1	['4104' '62726' '17938' '46695' '31503']	971
972	1988	1	Married	0	['156965' '30855' '27154' '20815' '246013']	972
973	1959	0	Divorced	1	['81477' '71481' '19017' '49397' '11366']	973
974	1971	0	Together	0	['62036' '348191' '41153' '34134' '9451']	974
975	1962	0	Married	0	['39464' '107308' '379' '166204' '250278']	975
976	1959	0	Together	0	['87826' '205985' '249882' '426670' '122083']	976
977	1965	2	Married	1	['26259' '60002' '169209' '9075' '24624']	977
978	1952	1	Married	1	['263260' '61410' '46773' '38295' '291362']	978
979	1954	0	Together	1	['548' '43234' '82309' '33831' '38868']	979
980	1960	1	Widow	1	['14791' '70' '57011' '19118' '193348']	980
981	1965	0	Divorced	0	['146341' '11321' '140783' '103162' '50357']	981
982	1979	1	Divorced	0	['220820' '245846' '214264' '152023' '97350']	982
983	1978	0	Divorced	1	['293006' '56100' '20178' '41242' '347035']	983
984	1950	0	Married	0	['237214' '55472' '43192' '266102' '9742']	984
985	1974	0	Married	1	['108789' '215741' '40955' '157301' '38221']	985
986	1978	0	Married	0	['249457' '33871' '38625' '82153' '424998']	986
987	1969	0	Married	0	['52406' '18674' '42130' '164366' '313867']	987
988	1976	0	Single	0	['222649' '38201' '158936' '201132' '11343']	988
989	1956	1	Widow	1	['294483' '27655' '153652' '13937' '49845']	989
990	1954	0	Divorced	0	['173465' '129806' '39978' '64044' '75626']	990
991	1972	1	Married	0	['35986' '78375' '55157' '85483' '10665']	991
992	1981	1	Together	0	['79048' '48127' '59928' '39211' '82448']	992
993	1989	1	Single	0	['142802' '26162' '57868' '13411' '97936']	993
994	1954	1	Divorced	1	['109102' '253279' '369336' '280030' '377492']	994
995	1995	0	Single	0	['16379' '13259' '28499' '191476' '7364']	995
996	1978	0	Together	0	['110779' '260094' '330459' '59810' '158907']	996
997	1957	1	Together	1	['40933' '18680' '15598' '111398' '17906']	997
998	1973	1	Married	0	['57413' '41996' '36867' '83443' '2813']	998
999	1956	0	Divorced	1	['83834' '53263' '142712' '108256' '49020']	999
1000	1956	0	Widow	1	['383914' '16873' '135200' '65614' '14272']	1000
1001	1987	0	Single	0	['15876' '9966' '390293' '299822' '53804']	1001
1002	1981	1	Married	1	['98203' '78056' '42526' '14127' '10730']	1002
1003	1987	1	Together	0	['38761' '224098' '11916' '14766' '16464']	1003
1004	1954	0	Married	1	['319078' '47090' '322766' '31621' '37610']	1004
1005	1954	0	Single	1	['205463' '2124' '13222' '78563' '85518']	1005
1006	1953	0	Married	1	['16164' '43047' '89750' '23527' '13596']	1006
1007	1952	0	Together	0	['103081' '41552' '161898' '29705' '89604']	1007
1008	1968	1	Married	1	['39269' '24021' '359373' '60061' '77412']	1008
1009	1963	1	Single	1	['29751' '10229' '91456' '39088' '353813']	1009
1010	1979	0	Together	1	['438' '215993' '151043' '23704' '147106']	1010
1011	1976	0	Together	1	['84278' '27115' '374247' '80156' '36251']	1011
1012	1978	1	Single	0	['62156' '270766' '10534' '139635' '114104']	1012
1013	1968	0	Together	1	['23506' '195561' '191312' '78080' '38065']	1013
1014	1971	1	Married	1	['282266' '32830' '188521' '11175' '4809']	1014
1015	1951	0	Married	0	['145874' '10315' '413669' '42342' '63449']	1015
1016	1965	0	Married	0	['12791' '140418' '10776' '3512' '12519']	1016
1017	1969	0	Together	0	['49409' '16303' '29128' '128571' '94214']	1017
1018	1973	1	Married	0	['16077' '381289' '58430' '95514' '23854']	1018
1019	1976	0	Single	0	['63039' '37613' '200511' '203072' '138038']	1019
1020	1973	1	Married	0	['42142' '16876' '37991' '58897' '130948']	1020
1021	1974	1	Together	0	['9427' '264356' '16766' '34090' '13647']	1021
1022	1953	1	Together	2	['10466' '49693' '118017' '431435' '51876']	1022
1023	1966	0	Together	1	['167177' '403252' '33954' '10385' '1835']	1023
1024	1978	1	Married	0	['1902' '63988' '48880' '29239' '32052']	1024
1025	1967	0	Married	1	['48596' '2313' '28529' '212231' '17015']	1025
1026	1978	1	Single	0	['30969' '345306' '305815' '105398' '18128']	1026
1027	1987	1	Single	0	['18862' '42602' '252' '41471' '14671']	1027
1028	1958	0	Divorced	1	['296130' '117999' '91030' '101965' '110540']	1028
1029	1964	0	Together	1	['34696' '94228' '261562' '63064' '32389']	1029
1030	1971	0	Together	0	['283686' '77060' '35006' '284682' '59744']	1030
1031	1971	0	Single	0	['379689' '143073' '108901' '18441' '8441']	1031
1032	1969	0	Together	0	['164777' '23253' '99099' '24831' '245260']	1032
1033	1977	1	Married	0	['284284' '376599' '25435' '51675' '89333']	1033
1034	1973	0	Married	0	['297668' '66608' '42712' '79877' '46522']	1034
1035	1980	0	Single	0	['155556' '61415' '206899' '22230' '213831']	1035
1036	1958	1	Together	1	['37631' '75532' '56860' '17780' '89738']	1036
1037	1972	1	Single	1	['10115' '40900' '11284' '34564' '27450']	1037
1038	1971	1	Married	0	['198783' '30385' '11533' '190160' '15083']	1038
1039	1953	0	Married	1	['67530' '18703' '423078' '72153' '20899']	1039
1040	1959	0	Married	1	['31936' '5458' '151960' '17632' '9645']	1040
1041	1954	1	Married	1	['9753' '26479' '47500' '107146' '195269']	1041
1042	1991	0	Single	0	['1959' '169842' '7007' '71329' '70878']	1042
1043	1962	0	Together	0	['41977' '35463' '28667' '24102' '298584']	1043
1044	1986	1	Together	0	['58701' '47638' '28321' '83486' '3780']	1044
1045	1965	0	Single	1	['8588' '39563' '22016' '432607' '71732']	1045
1046	1966	0	Married	1	['53197' '60616' '386827' '225503' '50317']	1046
1047	1960	0	Married	1	['19583' '276843' '6346' '9709' '17728']	1047
1048	1984	1	Together	0	['21616' '117530' '298207' '244260' '15860']	1048
1049	1966	0	Married	1	['32021' '27464' '12104' '30785' '86821']	1049
1050	1965	0	Married	0	['12807' '85556' '215928' '37343' '43232']	1050
1051	1966	1	Together	1	['36072' '192813' '9683' '46732' '89145']	1051
1052	1949	0	Married	0	['8745' '81600' '26714' '51391' '26813']	1052
1053	1970	1	Divorced	1	['42040' '28932' '22242' '38141' '117592']	1053
1054	1983	1	Married	0	['54273' '166426' '27786' '113190' '283161']	1054
1055	1985	0	Single	0	['62726' '354251' '60599' '3509' '226227']	1055
1056	1974	0	Married	1	['10878' '131815' '32616' '66340' '18002']	1056
1057	1951	0	Married	0	['246594' '84617' '457962' '72359' '69520']	1057
1058	1952	0	Single	0	['41944' '82679' '55208' '347105' '47245']	1058
1059	1987	0	Together	0	['10342' '65386' '37954' '315' '13813']	1059
1060	1949	1	Married	1	['241573' '37714' '73896' '14439' '334922']	1060
1061	1958	0	Together	2	['314352' '37511' '44548' '84100' '468']	1061
1062	1987	0	Single	0	['453596' '20211' '30998' '16407' '55615']	1062
1063	1973	1	Divorced	1	['49799' '44158' '18188' '424782' '87788']	1063
1064	1964	0	Married	1	['26172' '17734' '13634' '132148' '200447']	1064
1065	1961	1	Married	1	['39497' '56418' '25155' '115626' '352025']	1065
1066	1992	0	Single	0	['96821' '29740' '30460' '24190' '46221']	1066
1067	1965	0	Divorced	1	['61783' '352498' '347155' '8424' '223895']	1067
1068	1956	0	Divorced	0	['284581' '557' '248870' '20145' '9922']	1068
1069	1978	0	Married	0	['10241' '41153' '82079' '983' '185591']	1069
1070	1971	1	Together	0	['1996' '66018' '255775' '68976' '90762']	1070
1071	1966	0	Together	1	['98357' '377158' '69204' '11946' '267523']	1071
1072	1955	0	Together	1	['47211' '84169' '44340' '33564' '55603']	1072
1073	1953	0	Married	1	['4111' '186279' '60775' '18820' '262227']	1073
1074	1958	0	Together	0	['25973' '43092' '30712' '75532' '35663']	1074
1075	1961	0	Together	0	['6623' '76696' '57558' '13909' '81579']	1075
1076	1981	0	Married	0	['64780' '207780' '138122' '14365' '11808']	1076
1077	1976	1	Together	1	['279570' '367513' '47699' '68348' '177335']	1077
1078	1968	1	Single	0	['308017' '65777' '333165' '37959' '21380']	1078
1079	1978	1	Married	0	['350904' '265432' '52561' '92562' '407531']	1079
1080	1965	0	Single	0	['46943' '21241' '9255' '168421' '161915']	1080
1081	1971	1	Married	0	['142528' '117' '16209' '190213' '82098']	1081
1082	1956	0	Married	0	['82970' '284793' '347881' '13162' '453596']	1082
1083	1982	1	Together	0	['111988' '39142' '134841' '13912' '20127']	1083
1084	1970	0	Single	0	['95511' '86271' '39083' '26149' '17436']	1084
1085	1977	0	Married	1	['54527' '197936' '102198' '980' '27918']	1085
1086	1970	1	Single	1	['244536' '46941' '1630' '17483' '53796']	1086
1087	1958	0	Together	0	['10743' '70192' '293091' '19975' '408508']	1087
1088	1983	1	Together	0	['19509' '9682' '241573' '98636' '16013']	1088
1089	1958	0	Single	0	['22824' '320179' '261860' '79777' '178452']	1089
1090	1973	0	Married	0	['15460' '126132' '43004' '11901' '344120']	1090
1091	1974	1	Single	0	['109122' '136698' '231216' '44522' '86532']	1091
1092	1959	0	Together	0	['75848' '70758' '112991' '267091' '125806']	1092
1093	1972	1	Single	1	['74215' '378480' '41488' '41945' '140418']	1093
1094	1965	1	Married	1	['153913' '144156' '34689' '6646' '324308']	1094
1095	1979	0	Single	1	['165864' '26479' '153118' '17630' '15356']	1095
1096	1958	0	Divorced	1	['53909' '243764' '42699' '16047' '32196']	1096
1097	1986	0	Single	0	['4595' '72057' '311215' '254172' '126376']	1097
1098	1982	1	Together	0	['17431' '254474' '148766' '116569' '144939']	1098
1099	1979	0	Married	1	['21343' '80520' '63510' '43792' '52557']	1099
1100	1975	0	Divorced	0	['119820' '42359' '11019' '139808' '82407']	1100
1101	1979	0	Married	1	['242906' '45692' '21588' '51947' '109843']	1101
1102	1986	1	Married	0	['18990' '155191' '141760' '151652' '9344']	1102
1103	1970	1	Together	0	['10241' '42731' '44868' '273912' '75020']	1103
1104	1972	1	Married	0	['105149' '420703' '29066' '309898' '70436']	1104
1105	1960	0	Single	0	['56997' '52050' '72474' '202172' '1422']	1105
1106	1952	0	Married	1	['26648' '285' '26808' '50090' '50662']	1106
1107	1970	0	Married	0	['15162' '160234' '167683' '281780' '57431']	1107
1108	1974	1	Married	0	['76543' '26290' '8211' '47576' '18190']	1108
1109	1965	1	Married	1	['46018' '318224' '48706' '165904' '46910']	1109
1110	1954	0	Divorced	0	['426224' '420519' '15611' '208637' '461533']	1110
1111	1983	0	Single	0	['95046' '174611' '315256' '26152' '121611']	1111
1112	1973	1	Single	1	['109443' '125249' '277416' '303982' '332746']	1112
1113	1960	0	Single	0	['36265' '54743' '36648' '110525' '291861']	1113
1114	1984	1	Single	0	['16471' '28123' '386743' '243599' '29918']	1114
1115	1971	0	Together	1	['10921' '15953' '23515' '9682' '983']	1115
1116	1983	1	Married	0	['46492' '47955' '198521' '281979' '19703']	1116
1117	1983	0	Married	0	['82650' '76395' '86258' '57622' '6575']	1117
1118	1966	0	Together	0	['4146' '27313' '26558' '18428' '14337']	1118
1119	1978	0	Married	1	['23395' '40585' '109572' '29353' '14005']	1119
1120	1968	0	Single	1	['74645' '263472' '127688' '80296' '11884']	1120
1121	1979	1	Married	0	['55536' '57510' '10763' '386830' '9765']	1121
1122	1973	1	Divorced	1	['25447' '806' '42839' '1938' '63493']	1122
1123	1979	1	Single	0	['11516' '13378' '322260' '10759' '136867']	1123
1124	1954	0	Married	1	['16172' '19506' '31512' '19482' '28546']	1124
1125	1962	1	Divorced	1	['12484' '82620' '338689' '13788' '121230']	1125
1126	1966	1	Single	1	['344560' '12158' '27696' '12758' '272418']	1126
1127	1977	2	Together	1	['169865' '278316' '356329' '21625' '45000']	1127
1128	1985	0	Single	0	['23996' '173635' '27444' '32858' '57744']	1128
1129	1952	0	Divorced	0	['119769' '48419' '128248' '305594' '38132']	1129
1130	1951	0	Married	1	['68472' '41610' '65632' '2334' '4442']	1130
1131	1967	1	Single	1	['273029' '336681' '38455' '117098' '7992']	1131
1132	1978	1	Married	0	['31011' '245017' '313108' '237925' '44517']	1132
1133	1976	0	Together	1	['43386' '17962' '195645' '8220' '99449']	1133
1134	1985	0	Single	0	['76960' '12115' '14278' '320007' '18323']	1134
1135	1974	1	Together	0	['199374' '105352' '300690' '91367' '33827']	1135
1136	1968	1	Married	1	['263946' '77461' '27349' '380620' '150712']	1136
1137	1962	0	Divorced	0	['226632' '47473' '44059' '9615' '355193']	1137
1138	1989	0	Divorced	0	['75710' '9011' '25866' '301224' '512']	1138
1139	1961	0	Married	1	['77469' '247182' '442417' '337730' '189820']	1139
1140	1953	0	Together	1	['226458' '126783' '38096' '37845' '118150']	1140
1141	1989	1	Married	0	['46623' '95682' '18061' '410718' '79611']	1141
1142	1978	1	Divorced	0	['57436' '102406' '110447' '77074' '214256']	1142
1143	1962	0	Single	1	['239056' '429797' '403330' '9552' '34977']	1143
1144	1945	0	Widow	0	['333888' '43278' '85695' '83957' '312827']	1144
1145	1974	1	Together	0	['77825' '92401' '14606' '103073' '10516']	1145
1146	1981	1	Together	0	['41992' '11675' '17885' '326011' '40794']	1146
1147	1956	1	Together	1	['81537' '252529' '81949' '299715' '13824']	1147
1148	1954	0	Married	1	['93560' '37091' '254420' '74523' '62185']	1148
1149	1986	1	Single	0	['239155' '449758' '8338' '13393' '85047']	1149
1150	1943	0	Widow	0	['57789' '52776' '160139' '61121' '73567']	1150
1151	1964	0	Together	1	['51215' '104297' '195768' '79816' '11902']	1151
1152	1979	0	Married	1	['45803' '9678' '263524' '29244' '14212']	1152
1153	1974	0	Together	0	['25518' '10867' '24059' '639' '336811']	1153
1154	1960	0	Married	1	['83479' '5601' '31362' '209251' '3012']	1154
1155	1963	1	Single	1	['54154' '31819' '116554' '217672' '52304']	1155
1156	1976	1	Married	1	['178751' '24961' '71575' '388862' '14833']	1156
1157	1974	0	Together	0	['202764' '241448' '40225' '199985' '54013']	1157
1158	1961	0	Married	0	['51277' '43132' '41662' '16271' '2577']	1158
1159	1951	0	Married	1	['44898' '188765' '390587' '381890' '202125']	1159
1160	1965	0	Married	1	['29568' '8973' '16672' '195562' '141971']	1160
1161	1956	1	Together	1	['131232' '25587' '50714' '8846' '15930']	1161
1162	1965	0	Married	1	['5236' '15060' '8888' '66192' '211088']	1162
1163	1994	0	Together	0	['9294' '44669' '146' '320169' '75294']	1163
1164	1974	0	Married	1	['47951' '131504' '101297' '6963' '21622']	1164
1165	1972	0	Married	1	['32087' '51092' '15088' '381685' '2892']	1165
1166	1968	0	Married	1	['63194' '42497' '9686' '17606' '92675']	1166
1167	1968	1	Together	2	['422906' '18628' '230836' '445727' '264553']	1167
1168	1948	0	Married	0	['10764' '119801' '31936' '2179' '158443']	1168
1169	1969	0	Single	0	['39535' '219302' '45752' '210050' '48737']	1169
1170	1996	0	Married	0	['301491' '228074' '165066' '366630' '154922']	1170
1171	1974	0	Married	0	['40456' '27502' '25673' '42576' '22490']	1171
1172	1990	0	Married	0	['204784' '1724' '403052' '28666' '369769']	1172
1173	1957	1	Married	1	['130452' '30142' '37430' '267466' '44439']	1173
1174	1979	1	Together	0	['110415' '604' '11633' '20413' '42685']	1174
1175	1960	0	Married	1	['30146' '6945' '53985' '58669' '109122']	1175
1176	1952	1	Married	1	['23194' '855' '10265' '41670' '147903']	1176
1177	1981	0	Married	1	['361854' '404117' '57768' '68351' '410199']	1177
1178	1981	1	Divorced	1	['358926' '5748' '296503' '9286' '9460']	1178
